source,target,weight
COTY,NWS,0.6144329445096605
COTY,AAP,0.6144191960123827
COTY,NWSA,0.6142737699497494
COTY,LOW,0.5732823642497745
COTY,SCHW,0.5712029167870594
COTY,ORLY,0.5710762419547089
COTY,LNC,0.5697720939504947
COTY,PKI,0.5638175596059443
COTY,MHK,0.5565017705870937
COTY,CCL,0.5506797862587693
COTY,NWL,0.5484862950243138
COTY,STI,0.5455088743574149
COTY,PAYX,0.544192212967484
COTY,JPM,0.541325739254008
COTY,UNM,0.5404020914173372
COTY,MA,0.534559240240484
COTY,CFG,0.5322887888527409
COTY,PPG,0.5319392436820856
COTY,ETFC,0.5315801080542825
COTY,C,0.5314577456400301
COTY,CSRA,
COTY,HLT,
COTY,WLTW,
COTY,YUM,0.4415839250437045
COTY,UA,
COTY,EVHC,
COTY,DXC,
COTY,BHF,
COTY,DWDP,
COTY,APTV,
COTY,FTV,
COTY,BHGE,
CSRA,T,
CSRA,UNM,
CSRA,XYL,
CSRA,AJG,
CSRA,WFC,
CSRA,AIV,
CSRA,LLY,
CSRA,ZION,
CSRA,ATVI,
CSRA,PDCO,
CSRA,QRVO,
CSRA,AME,
CSRA,AVGO,
CSRA,XOM,
CSRA,SPGI,
CSRA,RTN,
CSRA,VRTX,
CSRA,WYN,
CSRA,DVN,
CSRA,HLT,
CSRA,WLTW,
CSRA,UA,
CSRA,EVHC,
CSRA,DXC,
CSRA,BHF,
CSRA,DWDP,
CSRA,APTV,
CSRA,FTV,
CSRA,BHGE,
T,WFC,0.8687505009583028
T,BRK.B,0.8489479792862116
T,KMB,0.8449234918075925
T,MMC,0.8433761457212716
T,USB,0.8416057316960053
T,PRU,0.8386742000385404
T,AMT,0.838601116590363
T,CA,0.8369594450552867
T,AMP,0.834153824290575
T,DFS,0.833860277872511
T,BK,0.8265728527462696
T,LNC,0.8259660588580091
T,AON,0.8251105195926716
T,BBT,0.8232074123544925
T,PNC,0.8221832683623265
T,JPM,0.8208330410149538
T,STI,0.8201077905687582
T,TMK,0.8193401779643393
T,PM,0.818696056903403
T,FDX,0.8180878077819108
T,AJG,0.8163050525489108
T,HLT,
T,UPS,0.8175193299478613
T,IBM,0.726963706997567
T,CLX,0.8034177605170668
T,MAT,0.6341305104772056
T,WLTW,
T,SIG,0.5875009122907449
T,PVH,0.5972499933558528
T,YUM,0.44373011147077296
T,ALB,0.7064324578581433
T,ADBE,0.7067261812424914
T,UA,
T,KHC,0.7378763169914423
T,EVHC,
T,QCOM,0.7699736082928369
T,TIF,0.7174485361240893
T,TPR,0.644249247943376
T,CAG,0.6435944860960022
T,TEL,0.7922808113719398
T,EQIX,0.7049314535811826
T,FLIR,0.7508337873752655
T,SJM,0.608625266087056
T,GE,0.8128463894666583
T,MON,0.6696548972755195
T,CHRW,0.7101226401852149
