source,target,weight
COTY,AES,0.6156471775210467
COTY,IT,0.5314460356995813
COTY,MGM,0.49963368529033914
COTY,CTAS,0.48739449044114896
COTY,DHI,0.4767291895366302
COTY,MA,0.4766145626301005
COTY,CHTR,0.47603417961245076
COTY,PGR,0.45476811145540225
COTY,LEN,0.44891683484988615
COTY,CHD,0.4481398516792004
COTY,AFL,0.4451079323822924
COTY,TSS,0.4420064228827467
COTY,DISCK,0.4363828935507548
COTY,SNI,0.43434229250787465
COTY,ANSS,0.431921466184828
COTY,SNA,0.4318563742654413
COTY,LEG,0.4300898445125876
COTY,GE,0.4262396448304128
COTY,DISCA,0.4248643481263775
COTY,TWX,0.4201248617192418
COTY,CSRA,0.26261878860806637
COTY,HLT,
COTY,WLTW,
COTY,UA,
COTY,EVHC,
COTY,CMG,0.2970834934394074
COTY,DXC,
COTY,BHF,
COTY,DWDP,
COTY,APTV,
COTY,FTV,
COTY,BHGE,
CSRA,CHD,0.32497752877685826
CSRA,KR,0.3122050043219408
CSRA,BF.B,0.30901544395917446
CSRA,CLX,0.2956340413901585
CSRA,CPB,0.2876673066766189
CSRA,SJM,0.28406247822297903
CSRA,SPG,0.272592434624043
CSRA,HRL,0.248288814488301
CSRA,EL,0.23493049629117668
CSRA,WEC,0.21558959511199297
CSRA,SO,0.21274323674140413
CSRA,AEP,0.21147456271946094
CSRA,K,0.2098077524652905
CSRA,GGP,0.20760295953559238
CSRA,KO,0.20518498972039984
CSRA,PDCO,0.20104629519929876
CSRA,ANDV,0.1968071728956826
CSRA,MDT,0.19300717402392206
CSRA,DUK,0.19134780783843183
CSRA,HLT,
CSRA,WLTW,
CSRA,UA,
CSRA,EVHC,
CSRA,DXC,
CSRA,BHF,
CSRA,DWDP,
CSRA,APTV,
CSRA,FTV,
CSRA,BHGE,
T,VZ,0.8210991041063477
T,BRK.B,0.7676967237836442
T,MDLZ,0.7662668042071589
T,MKC,0.73527372572663
T,PM,0.7280784068718552
T,AMP,0.717251799866463
T,CB,0.7168579119657011
T,CSCO,0.714303289844458
T,MMC,0.7127350198980489
T,PGR,0.7110756414791092
T,PFG,0.7063125401874616
T,CMCSA,0.7032698054022154
T,ACN,0.7024666590465171
T,KMB,0.701571352316764
T,MA,0.698319732958945
T,DHR,0.6946142380681264
T,PAYX,0.6903954110560696
T,AIZ,0.6889884926323085
T,PEP,0.6870295650765599
T,NWSA,0.685045145554684
T,ATVI,0.506694117777008
T,ORLY,0.6199344948311334
T,HLT,
T,ULTA,0.5425858831031465
T,HRB,0.5288114783508953
T,IBM,0.5731389962600062
T,MAT,0.614196258220917
T,SHW,0.638205667412887
T,WLTW,
T,CA,0.6800286801510035
T,UA,
T,HD,0.5973243105516853
T,EVHC,
T,NOC,0.6505890635993454
T,FLIR,0.5252100529010661
T,WY,0.6240478849557811
T,INTC,0.6041380741879379
T,F,0.6714719140797718
T,IFF,0.6732851407011918
T,NWS,0.6746773604734657
T,DXC,
T,SYMC,0.5917930406480023
T,BHF,
T,ECL,0.6255960807847868
T,DWDP,
T,ROK,0.6728085031642742
T,APTV,
T,FTV,
T,BHGE,
UNM,TMK,0.8904009011213773
UNM,LNC,0.8855467984532926
UNM,MET,0.853807732411859
UNM,PRU,0.8505140500073374
UNM,SCHW,0.8259277352858917
UNM,ZION,0.8248638229869447
UNM,ETFC,0.8146135996257057
UNM,CMA,0.8116285798656172
UNM,L,0.8105352803531063
UNM,RF,0.8105335664974561
UNM,PFG,0.8066982713561333
UNM,HBAN,0.801889887510525
UNM,MS,0.7990438011708589
UNM,JPM,0.7966777472928698
UNM,BAC,0.7940747947189196
UNM,PNC,0.7930220426723579
UNM,GS,0.7924675419019699
UNM,USB,0.7921326305162261
UNM,WFC,0.7881621013989438
UNM,NTRS,0.7808646675738122
UNM,AJG,0.6374123321731044
UNM,QRVO,0.4807585464352612
UNM,HLT,
UNM,WRK,0.44661807243526874
UNM,WLTW,
UNM,UA,
UNM,RHI,0.6554023131614114
UNM,MTD,0.7578206916092038
UNM,JBHT,0.5266132537164242
UNM,EVHC,
UNM,AMAT,0.6095984995246728
UNM,VIAB,0.5750501981948315
UNM,SNI,0.5947014804866393
UNM,MNST,0.6021428183794688
UNM,GPN,0.4638564592631942
UNM,FIS,0.49914854944897546
UNM,HPE,0.5872211954234702
UNM,DXC,
UNM,BHF,
UNM,AES,0.55081646395517
UNM,NVDA,0.5672242840807242
UNM,DWDP,
UNM,HIG,0.7172661285759376
UNM,CBS,0.7379864920857223
UNM,APTV,
UNM,LUK,0.493298596399854
UNM,FTV,
UNM,BHGE,
XYL,IR,0.807218660730845
XYL,ITW,0.8004777601841401
XYL,STI,0.7783825285043061
XYL,LNC,0.7754353909003499
XYL,BRK.B,0.7744564626441249
XYL,AMP,0.7591393333437897
XYL,JPM,0.7591102485809558
XYL,DFS,0.7578238530937448
XYL,PNR,0.7547667306383908
XYL,MMC,0.749901613176786
XYL,PNC,0.7468897599230687
XYL,PKI,0.7442529950382057
XYL,AVY,0.7432804248177126
XYL,SNA,0.7426404618048381
XYL,C,0.7424986954563251
XYL,JNJ,0.7399661220294619
XYL,PRU,0.7399016050232763
XYL,BBT,0.7359961082813447
XYL,PPG,0.7347289578956898
XYL,ACN,0.7345941647081344
XYL,AME,0.6872019329873402
XYL,GPC,0.7098367035146
XYL,HLT,
XYL,FAST,0.6953368552080752
XYL,MAT,0.46120420003846624
XYL,EXPD,0.63714310631177
XYL,WLTW,
XYL,BLL,0.6583121638602067
XYL,UA,
XYL,MTD,0.7300383041411959
XYL,BA,0.6831022802959502
XYL,JBHT,0.5397144493867395
XYL,EW,0.5585335123917523
XYL,EVHC,
XYL,HON,0.7082221287853926
XYL,MMM,0.5890464610513388
XYL,FLIR,0.46269398678689605
XYL,GE,0.6075855394795454
XYL,MLM,0.553794291887435
XYL,EMR,0.6888035606589348
XYL,AYI,0.4562674299715935
XYL,ETN,0.7027751604324062
XYL,GWW,0.5999798044992685
XYL,WU,0.7152658977074687
XYL,CHRW,0.5499803825399687
XYL,DE,0.5916593111849531
XYL,ROP,0.6452686897516884
XYL,VZ,0.7119576846751399
XYL,PSX,0.6607460846597288
XYL,NWS,0.7092320841026328
XYL,CAT,0.6610273652300596
XYL,LEN,0.6672922982404719
XYL,DXC,
