symbol,kmeans_cluster,sector_label,x,y
CBG,8,8,-20.828038142415522,2.52028173177932
SNA,8,1,-20.428746734771032,1.496717241324153
MS,0,6,-27.365667776609637,-5.945695060228243
HSY,3,6,13.542470482275215,10.522853482230827
KR,1,3,17.790415600348776,0.11789017635191194
SWKS,5,1,-6.4056129645564495,-6.509539661136388
EMN,5,3,-13.73618717698321,-4.551775381895289
BXP,3,4,0.37987529438075773,16.058490780373607
EXPE,6,3,6.944751283091119,-2.989957361832361
GM,5,2,-8.641324594772477,-3.9707042006681164
JNJ,2,5,-8.073097397449294,10.993784663773804
FLR,5,4,-5.692296220974672,-8.946762652553895
PNC,0,9,-23.787931286557807,-6.750604024494245
PEG,9,9,20.687716864685253,17.506561315648195
RSG,2,2,-6.902235254349432,11.341978108024074
SRE,3,1,11.941328561183441,18.33450231721229
MTD,8,6,-16.3575425933994,2.989671072545027
NUE,5,4,-11.766292180531652,-5.4183551236136775
EOG,7,3,-0.7339153292122302,-10.753000795263995
NEE,9,4,20.629176222033433,20.16520992972794
AZO,1,5,7.685275405528942,1.1620226505955886
KHC,3,3,15.991773387128664,6.449106806810092
RJF,0,2,-23.934697586870737,-6.751971298074024
IQV,6,8,3.6832204216912308,-1.8177475322044276
NEM,4,4,45.66095579055644,-9.670706124005322
FDX,8,4,-16.024782152958174,1.9544051969104352
BA,8,4,-10.953708214693256,1.692817749765488
HD,8,6,-12.021588902999326,6.842033626150593
ACN,8,5,-15.320430657396585,5.752487302796576
JBHT,5,5,-8.336509028833275,-2.9294764314620476
NFX,7,4,7.611052084083742,-14.058801565257776
NTRS,0,4,-24.55432867525962,-5.3910740922120945
ANTM,6,5,3.2280132031625035,-2.1575900628933757
EW,6,3,14.203736372605643,-2.488529951228512
AVB,3,5,14.473435518149735,17.013426384813517
EVHC,4,3,53.03704968305182,-15.780343851422298
HON,8,6,-29.609234413838948,8.652181028290869
QCOM,6,8,5.705174534188277,-5.854759335943799
TIF,5,0,-4.499898314027676,-3.9273990829213727
AMAT,5,5,-8.634165616418365,-3.5169400151345855
HSIC,2,6,-8.026691559350144,6.408115657970757
TPR,1,0,8.113589934104814,-5.563800615351751
STT,0,1,-25.682816380360332,-4.730846558335928
MCHP,5,6,-13.050385077271624,-2.2181152080028594
AMD,1,5,21.299896629316887,-10.73905592402937
DRE,3,1,-1.3737547920576978,20.424349102307122
MPC,5,6,1.4966661628751632,-6.428772766089958
COST,3,8,6.295370703445115,7.9492549542739495
TSN,1,0,24.035026657428077,1.5449508851449563
CSCO,5,8,-5.900474060750655,-0.46158931877074744
SWK,8,1,-14.914464230000636,0.011478566251652923
GPS,1,2,15.150791869786934,-8.983805430641695
NOC,2,4,-9.976221954009121,7.217455380658727
BLK,0,4,-33.159709725163374,4.735565667672154
STI,0,1,-23.483917209690713,-8.214691332700978
TSCO,2,0,-0.06724233038274323,-2.554971264644945
GD,8,2,-16.840417268259028,4.212505939358071
KIM,3,3,7.677705533638971,17.261115689334243
CAG,1,8,22.705188491313628,6.384793507907891
ETR,9,3,25.302024614196043,16.639056596656573
COG,7,8,15.358101005183151,-12.435774234290065
MU,6,6,0.7455358560768233,-9.252124179270169
TEL,8,0,-25.21753953794822,0.8470512372250184
ALL,8,5,-9.623741679447559,5.361087577740118
XRX,5,8,-4.646146363563623,-3.4027026080924365
GOOG,6,2,4.051356494670053,-0.46029915834936697
CCL,2,8,-7.764860414865976,1.2643880406149712
MTB,0,6,-18.666693924395467,-6.913041314374005
INFO,1,8,17.451535458516098,-5.093139401118414
EQIX,2,3,2.7232696074586524,8.556055939575687
MMM,8,6,-18.525477364191605,7.883362571878954
BRK.B,0,4,-30.6766586982786,9.010585681705471
VIAB,6,6,6.206313613716072,-9.728654629939149
ADI,5,5,-13.150248426709668,-2.085635845659838
FLIR,5,4,-1.3973334170902816,-4.345604014472363
JWN,1,5,11.61270124715372,-6.922126406436637
PX,8,9,-18.20028477746379,0.4747361437031911
MET,0,6,-21.180389490069178,-9.696977315203648
RE,2,2,3.3603553958211374,0.8511269651470791
WY,8,4,-10.254624937956887,7.8241905292254925
DISCK,1,1,18.765441573499054,-11.120572031345352
LUV,2,7,-3.278082199902902,-2.1933901435327012
AMZN,6,5,5.212528525215253,-1.1539300186243826
FOX,5,4,-2.0897001890886635,-3.9513725371904838
VRSN,5,6,-7.066843104457978,-1.9683037872742892
ABBV,6,5,2.6493665750978135,-0.6704536226612928
CTSH,2,8,-6.311859176144409,1.5975088292295758
KEY,0,3,-21.035143788824694,-9.040373495120646
NTAP,5,4,1.5327749547265408,-8.179588591691795
ZTS,6,5,4.097125276122718,-2.8901610688876445
SJM,3,1,12.095813053814945,10.19349873430472
GT,5,2,-7.451993504676564,-4.024289140455079
CMI,5,8,-13.805354688377586,-6.468795868264379
SNI,5,1,3.7383936110068445,-6.037948469825365
C,0,8,-28.097357526155935,-5.48004752316688
MNST,1,6,22.63330136784239,1.6653807032842445
GE,8,2,-12.413817296115003,0.7378459324898773
PXD,7,9,5.976925682479181,-12.713360149854557
TSS,8,0,-11.372413312124305,2.679678683547616
ABT,8,5,-14.426811042025742,6.4965979108551
PRU,0,9,-28.119168005306275,-5.83033151449578
MLM,5,6,-5.871365947187312,-4.754701654259869
HPQ,1,6,19.14130541195548,-13.212324189832554
INTC,5,8,-5.271249664167165,0.3613345955335737
TRIP,6,0,11.627804211070782,-8.315557663197932
F,8,4,-15.172145672279013,-3.8113469069480033
HRL,3,6,11.400261570997104,13.019452321398179
ESS,3,3,11.007594917460995,16.662019052294127
EMR,0,3,-21.033701020077604,-2.3360857639127723
PKI,8,9,-17.38615254105489,2.264235504611169
CNP,3,8,6.318411653242402,13.849543551668676
MAC,3,6,9.068079671620321,11.668786903990286
MHK,8,6,-18.279547707313387,4.742663784030011
SLB,7,1,-3.9756091082934004,-9.193767967484977
KLAC,6,3,3.3328422086869045,-4.058407755985537
GPN,2,2,-7.509394600207599,-0.6404998169929788
LH,6,7,1.9550737770523865,0.8630937844248652
LKQ,5,7,-5.285168374095426,-2.458912958237545
UHS,6,9,6.954483696016302,-4.378512268639544
AYI,6,5,1.7988782698566272,-4.483499627614359
AIG,0,5,-19.7299748854992,-1.3817511280939927
MON,5,6,-1.8879322127544371,-2.0909815393101394
SYK,2,1,-10.104819733316964,11.509358252077313
JNPR,6,5,8.239528682338074,-9.204889575533967
RL,1,2,10.121373055095004,-6.811526060028481
ETN,8,3,-19.457341647080856,-2.7164926172525052
HRS,8,6,-13.629805998020222,-1.6866550648284342
REG,3,2,8.227599206343838,20.846922469919985
DLR,9,1,24.763375991154064,10.857311507807118
GWW,5,2,-0.10780017541141526,-6.001481634544292
PWR,5,9,-1.1577069610704818,-9.383415336701079
KO,3,3,8.407271029980565,13.844886769417556
MCO,8,6,-24.48687382619492,5.244655283360828
EQT,7,3,15.198803663705693,-12.254485133618893
CMS,9,8,23.848449190208896,22.708794406218473
FRT,3,4,7.440365004542184,20.568680153430723
ICE,2,8,2.1213493139702733,-0.7525274775571458
WU,5,4,-8.984360617521478,0.13195338175153468
CB,8,8,-20.36058317626499,10.04287745295467
CHRW,6,8,6.092075151485151,-0.9660444176137611
DE,5,1,2.5676452506592544,-7.337925902413242
FIS,8,4,-14.716789772571431,5.811413761979755
ROP,8,2,-22.141226387934076,3.385570497394788
FB,6,4,9.642680140779982,-3.5532140779624215
AMP,0,5,-31.487693168214495,-3.119473092539683
NRG,7,4,18.707361718213956,-5.939500493892676
VZ,3,6,8.594669784722319,7.949468597895419
PGR,2,9,-9.658945902791901,6.477867362405887
CINF,8,8,-19.50527418192382,9.549733092712778
PSX,5,9,-11.662477296720345,-3.500963695842991
FFIV,6,4,3.7180433842336376,-6.767955071178877
ALK,2,5,-1.192409174897903,-1.5358520446170483
PPL,9,9,19.301328536775028,17.480376689792145
IFF,8,8,-12.893821110991476,7.733069208451032
KSS,1,3,21.59631586015892,-11.880666309485536
MGM,5,6,-9.648538968818148,-3.9075862145768245
PAYX,8,9,-17.099319677821274,9.551609181148564
WAT,2,4,-9.634037565544048,3.2774805529255855
FTI,7,4,1.9485980008022923,-13.527156635071977
AVY,8,5,-14.713018287454723,5.089745954933172
CDNS,5,8,-2.9817653214484974,-1.2667774957891291
HPE,1,6,26.730770263109886,-14.126641119979423
SCHW,0,1,-23.910805350798974,-9.664725104568186
CRM,2,8,-2.77228696095837,-1.507059060601499
TMK,0,0,-29.82692619244678,1.5043818707689338
MMC,8,6,-26.212522545660192,10.209215769152605
CMG,1,8,23.87440714857494,-9.015457718589897
ETFC,0,3,-18.77626109085543,-9.557672563643871
MA,8,6,-22.31386588950786,5.682993185131687
NBL,7,4,3.224991321211885,-11.680056214635636
BK,0,4,-27.421547820932975,-3.6617226458284122
DOV,5,1,-13.78920769515392,-5.9931450478277934
M,1,6,14.29602079118987,-8.004681013753888
A,5,5,-9.356017766804323,-2.322648687613784
HOG,5,6,-2.1049375017326466,-5.649927734877333
NWS,5,4,-5.098087814324627,-5.6843147261175675
PPG,8,9,-23.627678205549792,4.045423161534174
CAT,5,8,-11.33676698720556,-8.697746005100155
NI,4,4,40.08532543641844,-3.0205941345370535
RMD,6,2,11.598793440173829,-3.563334107658937
LEN,2,7,-7.408291873820898,3.1791033333993535
ADM,5,5,-3.359004773462485,1.6448124200448226
IR,8,8,-14.767139995848595,-1.4348394759453191
OMC,8,0,-15.07280993931819,3.9697787038902876
USB,0,9,-26.013475012373036,-2.949615521251604
DXC,4,1,49.39677701912416,-16.86600491621124
HII,5,6,-5.2403403383123885,-1.2914429033861496
UNP,8,9,-15.588100961928657,-2.570210347307136
MO,3,6,12.251874313711985,14.860207596713655
FMC,5,4,-8.951205773862847,-6.717298916419715
KMI,7,3,4.933492634080094,-7.972017187180861
SYMC,6,1,10.41808867486357,-5.058768028969812
MCD,2,6,3.646204646327654,7.302237125087163
NWL,1,4,13.606620356084093,-3.427454691054785
NLSN,2,4,-0.6919466225107558,0.14892542011634183
DRI,1,1,9.123945167817283,-1.4858694244140989
PEP,3,9,1.5210842974052214,19.211703537362435
BHF,4,4,52.47314251929154,-18.739844154258275
REGN,6,2,4.376334790931212,-3.4688069426887065
AEP,9,5,23.273929869825828,21.153300320074422
PSA,3,9,13.610906631969122,17.146529752580996
TWX,5,0,2.3045143303595355,-3.2072548626910615
AXP,5,5,-10.112816213573106,-3.1731413752081963
TXT,8,0,-17.238244446684934,-1.1648934412389238
HP,7,6,4.680567263751825,-15.296276091746108
VAR,2,6,-6.259799515651378,3.7314399832357146
ECL,8,3,-20.518277307051918,3.632712841744716
BF.B,3,4,0.28905057674470486,12.834849690950486
PNW,9,9,22.03510021757953,22.30889674572625
AES,3,5,3.7928418437355993,7.4939739155472695
CME,2,8,-0.23641506015836491,-4.185665284688572
HCN,9,6,23.004656843563218,17.469160398476074
AOS,8,5,-20.065237137655824,0.35983911816757
JPM,0,5,-27.138547598466236,-4.181537672189545
HBAN,0,6,-18.326729263555976,-9.998530905853253
NWSA,5,4,-7.585785438889589,-4.537357105133873
UTX,8,9,-19.476358383096258,4.509610525605046
EFX,6,3,4.325127120242204,0.4344712469540722
CTXS,6,8,1.5082318480416634,-3.202287766220408
CVS,2,8,2.4977146685843152,5.245103433934542
TRV,8,0,-12.239695959969108,10.121137769499395
FLS,5,4,-11.094844378069395,-10.657330823509538
HOLX,6,6,3.419955376448528,-0.9433795354117311
NVDA,6,4,9.105704993820806,-6.655830348244827
DVA,6,1,10.549538669787156,-2.422218701876165
XLNX,5,8,-4.046336138202636,-3.0164639332613548
EL,2,3,-2.2921033384976437,4.856319804659469
COP,7,8,1.6673935422085484,-12.640115364543012
STZ,1,1,15.830302843660377,2.229965424040875
SRCL,1,1,12.689825258101628,-0.09315656914848999
DWDP,4,1,50.483484956775975,-18.280120541726685
DPS,3,1,11.990384929551176,15.355781384040695
AAL,6,5,0.46443518014948854,-5.844223308972481
ROK,8,2,-20.15861976970927,-1.2420331343818805
BMY,6,4,9.82124814475842,-0.3272449759128659
MSI,2,6,-1.9036290325706047,-0.5198838782793852
AMGN,2,5,-8.722671540543985,2.6533370041336495
GRMN,5,2,1.5194512840812788,-6.2835141170260265
HCA,6,6,9.824313102632642,-4.321187236340515
MDLZ,2,6,-4.369810761102839,12.896550479141386
SPG,3,1,8.268925946150576,17.446848098456208
HIG,0,6,-20.774105985150424,1.274081772394436
CBS,5,8,-8.25212400827512,-1.9721532039149436
PCAR,0,9,-23.1517336865623,-2.716452596075326
AFL,8,5,-21.221534227516518,3.8398417236662863
ANSS,8,5,-13.6044317836379,2.3380833755310064
TGT,1,0,15.633530547706366,-1.1569041217607974
AWK,9,5,23.885243615658982,18.270569990263418
HUM,1,6,19.083450717355777,-6.6551866857935185
WMT,1,4,15.632369146355773,6.598750446125073
JCI,5,5,-8.173760141118079,-2.5547300957761694
BBY,1,4,17.852255344564,-9.387801002258724
AAP,1,5,14.396934849275548,-3.324995070226577
L,0,7,-25.882354726327353,1.8430058500515383
MOS,7,6,8.812668875267589,-13.177196910589275
APTV,4,5,55.4651259405714,-18.438856642566144
DLTR,1,1,9.656179499288662,1.7078365086431349
EXR,3,3,17.805512933253926,15.009364455503365
PKG,5,9,-7.74773269953868,-0.7183155177470844
RRC,7,2,21.86005872352519,-17.103584220428726
FL,1,4,21.005498097896748,-7.151542848022067
LUK,0,7,-17.540722232066774,-5.521743565314881
DAL,2,1,-5.828993850878155,-2.6737716303458585
PH,0,9,-23.479888292550612,-2.9178646234411225
ADP,8,5,-15.727609600987188,8.032446497706694
CTL,1,8,17.30572060365478,-3.9866602298227964
DG,1,1,18.419605019238425,-2.591604148060935
RF,0,2,-19.404210439549615,-11.67540804174991
O,9,0,32.2897127100407,13.367993668457256
FTV,4,4,34.99791597767205,-13.883809541709507
ISRG,1,8,19.820926672510087,-5.40799060970962
MAS,8,6,-11.325827885800617,1.3044183023801335
AGN,6,5,6.363321244048442,-3.865817098352608
BAX,1,4,26.72466979090698,-8.651790834872038
ROST,2,2,3.571795453062105,3.1841895933827935
TXN,8,0,-17.30031932106231,0.8911254729400333
SLG,2,1,-5.6766997696555865,12.689264087773056
CMA,0,8,-19.15461629392164,-12.091120747317506
GGP,3,2,10.970214651498601,13.269718987743824
CL,3,8,-0.9232008443792887,17.200254336827832
ES,9,3,25.62720087229254,21.823439536351763
MDT,2,6,-7.103514199133154,6.227712633515556
SCG,9,1,28.006298387432476,15.7310626485931
CSX,5,8,-6.628421814030411,-5.068507080427046
ARNC,7,5,6.000749562653805,-10.035683830422462
CAH,2,8,-2.716839534840117,-1.0045306891438655
NKE,2,4,-1.3100189148517867,1.9474701410173887
PFE,2,9,-4.22229296324285,3.470733039977988
CHK,7,8,17.97149445873908,-18.64920265428945
SEE,2,1,-8.658149331652943,2.9134080517040584
ALXN,6,5,4.8517314659928354,-4.668242683297223
CHD,3,8,4.254488429269433,15.099216364547216
ARE,3,5,6.923930484379741,16.871779467250196
ESRX,6,3,4.509872136658683,-4.874184510178991
ZBH,2,5,-3.146059960000127,1.391871858947938
RHT,2,2,-4.76669639756171,-0.9783826680429855
CI,6,8,9.106117468322825,-5.774211036979816
K,3,3,11.978959265873593,13.097588786380783
CXO,7,8,3.2027348281053754,-12.88937634121395
APD,8,5,-15.260815246285008,2.726442734136965
AMG,0,5,-28.858076167378893,-2.662244644262403
CCI,3,8,9.993208914961722,10.437788349143197
KSU,5,3,-8.556118523208422,-0.8297986687588443
EQR,3,3,15.205261938198332,15.584320990420718
SBAC,2,1,2.297653221974271,5.327197117210808
IRM,3,8,15.552148204948974,5.402594768386573
CVX,5,8,-7.059665002512003,-3.726956951787793
MRO,7,6,8.419015604462375,-16.022029698265847
STX,6,1,6.887253519322775,-9.614934427797591
PHM,2,9,-6.615639351374298,2.2750007296757198
MAA,3,6,17.464870686933043,16.364919639677105
XL,2,8,-5.0248043658793575,2.550275908614632
LRCX,5,7,-10.645842993595464,-1.9589331312928193
ORCL,5,0,-8.751792759950813,0.9115054936368573
SYY,3,1,9.110212970019203,8.368623930469662
HBI,1,6,8.756326199282377,-5.644316363918047
ILMN,6,8,8.000283333331671,-5.5694587878559805
PCLN,5,9,-6.801598893848311,-4.141918170503933
BDX,2,4,-5.69992063157079,7.7000233421520905
DFS,0,1,-19.648582575179976,-3.2753290073059413
WDC,5,4,-1.9390229979333393,-7.693051732689466
COL,5,8,-4.538973827888422,0.6153289433378489
HCP,9,6,24.667873929429568,12.061425372377714
AON,8,5,-16.041075498995017,6.8620142943892635
GIS,3,2,5.554907742454199,16.072947865352113
BEN,0,4,-28.82015260677817,0.5114342166701764
SO,9,1,31.890442430733255,19.945447237527745
IDXX,6,8,11.25984521051039,0.9429501617447544
LEG,8,7,-17.65768722053904,6.219256764524493
FISV,8,4,-26.016073025891973,13.177027239134738
VMC,5,6,-10.10408150124498,-2.33301750658097
OXY,7,0,-2.117631578461354,-6.581214237125186
ADSK,5,5,-7.426971541176062,-2.40059484557607
BSX,2,4,1.1170917542733796,2.138369084250722
PNR,8,9,-17.85258270469684,-3.465829978342283
DUK,9,1,28.497956949360354,20.140838478066154
ITW,0,8,-30.402524429178413,5.1164457066333116
URI,5,9,-11.649831884992262,-10.078846222870219
VTR,9,6,25.842493514725913,15.943943527787773
MYL,6,6,9.100446518279544,-7.947324361374622
IP,8,8,-12.924666447571735,1.6223563017740776
COF,0,8,-18.067938181538167,-7.140378109910229
IT,2,8,-5.906822644525728,0.9751381436582133
BHGE,4,4,56.72332516691694,-17.999304115392178
NDAQ,2,4,-2.564997198755553,3.005351830547254
LOW,2,7,-7.265831915272858,1.8856254510543364
WMB,7,4,8.57213275550527,-9.724234619010744
UAA,1,9,11.46649669367757,-9.176157901073427
CNC,6,8,11.570828136793784,-2.8207925996035597
ABC,6,5,10.821989294835962,-4.5963608193533565
AKAM,6,5,3.0058208870358336,-4.9724349679116795
