source,target,weight
COTY,COP,0.5399276498419565
COTY,OXY,0.5201206250110164
COTY,TWX,0.5131643604873838
COTY,LKQ,0.4914820824967843
COTY,APC,0.48627388897391566
COTY,DIS,0.4861924395091389
COTY,XEC,0.4825221826027007
COTY,SLB,0.47349578390427083
COTY,OKE,0.4601558857910669
COTY,CVX,0.45364864308396313
COTY,VZ,0.43295646013236794
COTY,VFC,0.43230291899144546
COTY,NFX,0.42945539050749104
COTY,DVN,0.42680663367891575
COTY,GPS,0.4245911291131826
COTY,ADP,0.42250463408559363
COTY,HES,0.4222604969196047
COTY,FRT,0.4217159031812753
COTY,CHK,0.41966634416032816
COTY,TSCO,0.412558765717857
COTY,TSN,0.3774808976500259
COTY,KIM,0.40297902508568206
COTY,SJM,0.40982468890678714
COTY,SNI,0.3617605300157401
COTY,HRL,0.3909684278727754
COTY,NLSN,0.33080806587800166
COTY,DWDP,
COTY,CBS,0.4004185034686855
COTY,AAP,0.38578275519454536
COTY,APTV,
CSRA,ACN,0.5914485574936107
CSRA,BSX,0.5781042181626953
CSRA,IT,0.5465050527191359
CSRA,RCL,0.5330909182207839
CSRA,APH,0.533081656299782
CSRA,MDT,0.5324930228070712
CSRA,IVZ,0.5303227295272687
CSRA,ETFC,0.5113087942549851
CSRA,TEL,0.5075926833102692
CSRA,CTSH,0.5073405394627619
CSRA,GLW,0.5071924500928937
CSRA,RJF,0.5071843613874263
CSRA,AXP,0.5005062895463732
CSRA,BBY,0.49990962635610703
CSRA,ROP,0.49692157727358344
CSRA,NSC,0.4932108571550241
CSRA,UPS,0.48873193629852313
CSRA,AET,0.4835461737840051
CSRA,DAL,0.48342331809577394
CSRA,PFG,0.4827392110294526
CSRA,PDCO,0.4687904824170175
CSRA,NTAP,0.4416898056460023
CSRA,MCO,0.45174139600051383
CSRA,HII,0.40443450997014496
CSRA,DWDP,
CSRA,HCA,0.42924504982234196
CSRA,APTV,
CSRA,LEG,0.47945720832487543
T,VZ,0.7142436316071533
T,TWX,0.7033766661615494
T,BA,0.6566689517873829
T,ADP,0.609546971235956
T,FOXA,0.5774875550588847
T,FOX,0.5626937791335164
T,DIS,0.5356452906825562
T,KO,0.48321570680000847
T,PAYX,0.47480508877325556
T,DUK,0.46315195399937176
T,EQR,0.4570262563981273
T,AMP,0.45400690428025603
T,GE,0.44430077669909995
T,TSCO,0.4377524592647275
T,CMS,0.4218473202629043
T,XEL,0.41519880208073673
T,LKQ,0.4140210531366948
T,MAC,0.4129687725879839
T,ALLE,0.406839640081649
T,ED,0.4037594538025098
T,SNI,0.3837160767890709
T,HOG,0.38349804110671654
T,NLSN,0.3905110654974981
T,DWDP,
T,APTV,
T,NDAQ,0.3819417215392765
UNM,LNC,0.8901444581422256
UNM,PFG,0.8111775303465437
UNM,TMK,0.7858608868919236
UNM,USB,0.764020084582864
UNM,STI,0.7595370545845405
UNM,PRU,0.7507491414446636
UNM,CFG,0.7390773314493687
UNM,CMA,0.736720851878254
UNM,FITB,0.7345970275321285
UNM,BAC,0.7215942917304088
UNM,MTB,0.7139648462600661
UNM,RF,0.711914971363366
UNM,L,0.7068858231395928
UNM,MET,0.7057661530004657
UNM,HBAN,0.7034351620001966
UNM,RJF,0.6969233142375583
UNM,SCHW,0.6820215560219
UNM,PNC,0.6802403399819968
UNM,AIZ,0.6575479173630396
UNM,KEY,0.6557856767254052
UNM,AJG,0.6444050984529364
UNM,ZION,0.6366117925812714
UNM,JEC,0.515317474787896
UNM,FAST,0.512120532347814
UNM,LYB,0.629753192436928
UNM,WLTW,0.4545697241894681
UNM,RHI,0.49943844544612603
UNM,MS,0.6416954437715904
UNM,NEM,0.34108052676233697
UNM,TIF,0.31055767249757005
UNM,BRK.B,0.6374561975799719
UNM,JWN,0.38650361567714575
UNM,CMI,0.4904853839549836
UNM,EMR,0.5316100758734286
UNM,AIG,0.4203637103202358
UNM,PWR,0.4784433955087865
UNM,CHRW,0.41717410594960863
UNM,AMP,0.6416435979414672
UNM,CINF,0.5126427488020951
UNM,CMG,0.4646938050805729
UNM,ETFC,0.6001207110391491
UNM,CAT,0.4658262067077202
UNM,TXT,0.4990705109557403
UNM,CME,0.5812108352793468
UNM,DWDP,
UNM,HIG,0.6405495839347396
UNM,AFL,0.6539062267414393
UNM,APTV,
UNM,PH,0.5183081885465474
UNM,CVX,0.5699780189281113
UNM,AON,0.4567360839132721
UNM,PNR,0.46942742315662284
UNM,LOW,0.4751061551643244
XYL,APD,0.6496886341543567
XYL,SRE,0.5609911141820348
XYL,AOS,0.5538112258395717
XYL,HON,0.548881091000996
XYL,XRX,0.5379303757689505
XYL,HBI,0.5376014583339469
XYL,ALL,0.5302939273511371
XYL,BXP,0.5287956812087206
XYL,COL,0.5256201850241506
XYL,EMR,0.48512288509493856
XYL,AAPL,0.4842879742449719
XYL,PHM,0.4734736525746697
XYL,MON,0.45875372714489115
XYL,CB,0.4569125770577457
XYL,MMM,0.44832686972906527
XYL,ROP,0.4438971811756699
XYL,FTV,0.42807278690433803
XYL,DOV,0.41807445282946976
XYL,SLG,0.4159661373902281
