source,target,weight
COTY,MDT,0.5102838750665439
COTY,FRT,0.40598037093822914
COTY,TWX,0.40076418545248577
COTY,SJM,0.370683384364281
COTY,AIG,0.3402944746133891
COTY,ALK,0.32681728803955024
COTY,HCN,0.3231196673472011
COTY,BF.B,0.3123230423903677
COTY,TSN,0.30473650230828764
COTY,VFC,0.30330614538278855
COTY,PEP,0.3018418964366544
COTY,O,0.3002449118001908
COTY,LKQ,0.2924765525272344
COTY,PG,0.2915490211224768
COTY,KIM,0.28944287412036385
COTY,HRL,0.28900480694369857
COTY,TGT,0.28437814376413445
COTY,FOXA,0.2783387172016332
COTY,FOX,0.2721439668996895
COTY,HCP,0.2717064906446625
COTY,DWDP,
COTY,APTV,
CSRA,ACN,0.5560243454536721
CSRA,O,0.5080153218432311
CSRA,CTSH,0.4873890017898892
CSRA,WM,0.48379710031384376
CSRA,HBI,0.4814425738100249
CSRA,APH,0.478165111876036
CSRA,PNR,0.47755213975715716
CSRA,BSX,0.4752020089739012
CSRA,RCL,0.4726667654988622
CSRA,LEG,0.47123499376806766
CSRA,ADM,0.46680978319006156
CSRA,K,0.46360290596758313
CSRA,BXP,0.4598755480248313
CSRA,HRS,0.459757960815966
CSRA,UPS,0.4597449804656327
CSRA,GLW,0.4531639760420211
CSRA,INTU,0.4491787518927065
CSRA,VRSK,0.44703193771821825
CSRA,INTC,0.4434269677900623
CSRA,RSG,0.4431025383873219
CSRA,LLL,0.3877817830988587
CSRA,GE,0.4357803484744317
CSRA,NRG,0.3036136537538811
CSRA,HII,0.42686790820366055
CSRA,DWDP,
CSRA,APTV,
CSRA,MDT,0.3873200086630066
T,VZ,0.7242118139455379
T,TWX,0.7155872540049706
T,BA,0.6603987126145915
T,FOXA,0.6008986383473609
T,KO,0.5955157384888748
T,FOX,0.5847898455598608
T,ADP,0.5763533790973244
T,EQR,0.5145326355762468
T,PAYX,0.4920241856323959
T,MAC,0.46417524732784166
T,AMP,0.46410014945656175
T,NDAQ,0.45243067576213786
T,GGP,0.4453440156648015
T,DIS,0.44442629775810466
T,GE,0.4370736248198379
T,NLSN,0.4365281875178106
T,TSCO,0.4352534182280807
T,ALLE,0.4344586709533076
T,UHS,0.42191243228973474
T,REG,0.4216404465899835
T,AIV,0.36973072681546987
T,DRE,0.3735031723638592
T,SNI,0.36415920442598765
T,HOG,0.4215962710420481
T,DWDP,
T,SPG,0.3996731547742739
T,APTV,
UNM,LNC,0.875372114141047
UNM,PFG,0.8025139376350167
UNM,TMK,0.7812719444392526
UNM,L,0.7498926122332517
UNM,AFL,0.7138543841531371
UNM,USB,0.7108342189712016
UNM,BAC,0.7077241954050806
UNM,CMA,0.7068666999104671
UNM,STI,0.7055129685698767
UNM,RF,0.6930146914913726
UNM,PRU,0.6929556364127091
UNM,FITB,0.6873413898528663
UNM,HIG,0.6822155987127974
UNM,CFG,0.6768763220934156
UNM,MTB,0.6761925851749164
UNM,AIZ,0.6599943267569395
UNM,RJF,0.6591076791968734
UNM,HBAN,0.647379285707414
UNM,JPM,0.647277032504447
UNM,PNC,0.6398611472428436
UNM,AJG,0.6295583061544482
UNM,ZION,0.6106568183939275
UNM,FAST,0.4870251111672824
UNM,LYB,0.5917578758948058
UNM,HES,0.5745372561660553
UNM,WLTW,0.49818949581525424
UNM,VLO,0.5086256107424918
UNM,GS,0.6234589322625973
UNM,MS,0.627049395144284
UNM,MPC,0.5255765312249766
UNM,MET,0.48961377527942296
UNM,KEY,0.5924961453146416
UNM,AIG,0.4916136539790645
UNM,PWR,0.4740397499030331
UNM,AMP,0.6172293174231289
UNM,CINF,0.5118760291839235
UNM,CMG,0.45067840273131105
UNM,ETFC,0.5294931505790407
UNM,DOV,0.5177164896896757
UNM,TXT,0.5700892456036117
UNM,CME,0.5225874969071251
UNM,COP,0.5829199374500361
UNM,DWDP,
UNM,APTV,
UNM,CVX,0.6085710278231015
