source,target,weight
COTY,VMC,0.6404064147778631
COTY,CDNS,0.5879332368364604
COTY,SPGI,0.5854054183170615
COTY,XYL,0.5642318688276569
COTY,FAST,0.5349743965800011
COTY,ALL,0.516415686928254
COTY,GRMN,0.4724189801010246
COTY,KSS,0.46466679977506636
COTY,FISV,0.4638326058818942
COTY,TROW,0.4578224018429759
COTY,MON,0.45494189510190786
COTY,RL,0.45435539457515467
COTY,FLR,0.45129688884288993
COTY,ROP,0.44944445869548555
COTY,CINF,0.44828562966279056
COTY,BLK,0.4446028326258106
COTY,ROK,0.4442600657550699
COTY,UNH,0.44361702470231873
COTY,JBHT,0.4399585832760184
COTY,EXPD,0.43917624879917017
COTY,HLT,
COTY,MAT,0.28426137876728264
COTY,UA,
COTY,EVHC,
COTY,DXC,
COTY,BHF,
COTY,DWDP,
COTY,APTV,
COTY,FTV,
COTY,BHGE,
CSRA,ALLE,0.6070831917596975
CSRA,CSCO,0.5964675526809862
CSRA,NLSN,0.5807955075702372
CSRA,TRIP,0.5632481863077096
CSRA,DISH,0.5603032091110471
CSRA,CVS,0.5558376564955645
CSRA,CTL,0.5407546977584519
CSRA,K,0.5242948624846294
CSRA,DIS,0.5028696409189405
CSRA,FOXA,0.49032531201958673
CSRA,FOX,0.4894909539313501
CSRA,MNST,0.4841519826523106
CSRA,O,0.48215911914195236
CSRA,IPG,0.48064931582145604
CSRA,ADBE,0.47937144904589274
CSRA,EFX,0.47368485326044285
CSRA,CRM,0.4695446233072571
CSRA,EQIX,0.4692758713538378
CSRA,ACN,0.46672939191970997
CSRA,CTSH,0.4602981593016503
CSRA,HLT,
CSRA,UA,
CSRA,EVHC,
CSRA,DXC,
CSRA,BHF,
CSRA,TWX,0.42802672317163
CSRA,DWDP,
CSRA,APTV,
CSRA,FTV,
CSRA,BHGE,
T,VZ,0.7928700100422372
T,EXC,0.6938122652398614
T,CMCSA,0.6627073567685376
T,PG,0.6344117995363026
T,ETR,0.6234561943425152
T,CNP,0.6167246386896279
T,AES,0.6152727522588962
T,CL,0.6028120610001282
T,FE,0.5984210719841111
T,AEP,0.5738232781824736
T,SLB,0.5703035914139242
T,PEP,0.569060521821886
T,KMB,0.5654286869421853
T,SRE,0.5653489360718197
T,KIM,0.5633830151357274
T,WEC,0.5617402404835934
T,NUE,0.5608181226704049
T,PPL,0.5584578590282477
T,PM,0.5571970431574851
T,MMM,0.5554997575958369
T,HLT,
T,UA,
T,EVHC,
T,JWN,0.532920612239924
T,DXC,
T,BHF,
T,DWDP,
T,APTV,
T,FTV,
T,HCP,0.5105414335281889
T,BHGE,
UNM,PRU,0.8969683163742032
UNM,TMK,0.895027162523906
UNM,LNC,0.8715327294026844
UNM,C,0.8622451345315678
UNM,BAC,0.8496105441986161
UNM,MS,0.8486911622404395
UNM,PFG,0.8442773328327629
UNM,NTRS,0.8338154887652813
UNM,PNC,0.8265100023542074
UNM,ETFC,0.8194554977089922
UNM,KEY,0.815054973249963
UNM,GS,0.8114395007546161
UNM,STI,0.8050870223304087
UNM,HIG,0.8003972163613842
UNM,WFC,0.7987730678160004
UNM,RF,0.7941831557874174
UNM,BBT,0.7922663126658375
UNM,BK,0.7903381809570513
UNM,ZION,0.7751149125039621
UNM,FITB,0.775008908611144
UNM,JEC,0.7284890922951349
UNM,HLT,
UNM,PLD,0.697987531419792
UNM,IBM,0.5747182248259625
UNM,CFG,0.7166596932308574
UNM,CA,0.6637639856793052
UNM,WHR,0.647284193563971
UNM,YUM,0.6840271914871455
UNM,UA,
UNM,NOV,0.5810435929487724
UNM,RHI,0.6374943374274746
UNM,GM,0.6299181009365005
UNM,FLR,0.7354599866901218
UNM,RJF,0.7525033664616029
UNM,BA,0.6239847003911824
UNM,EVHC,
UNM,MET,0.7186734586632213
UNM,HPQ,0.6316638038135538
UNM,MHK,0.7014940532633919
UNM,PWR,0.6318036018404637
UNM,IFF,0.6021209881117431
UNM,HOG,0.6515735428522702
UNM,DXC,
UNM,NWL,0.7522895048370359
UNM,BHF,
UNM,DWDP,
UNM,HCA,0.6036751937329086
UNM,AFL,0.726918899062842
UNM,APTV,
UNM,FTV,
UNM,CMA,0.7364903055258364
UNM,PHM,0.6883646643838041
UNM,COL,0.6657842369538336
UNM,BEN,0.7720604428243145
UNM,MYL,0.5709727114495601
UNM,BHGE,
UNM,UAA,0.4847013758583437
XYL,GLW,0.8088395740078348
XYL,BLK,0.7859867729292839
XYL,TROW,0.7772589323475061
XYL,AMG,0.7766296946806334
XYL,IR,0.7757786965954363
XYL,PNR,0.7653091542630139
XYL,VMC,0.7546949736051761
XYL,ROK,0.7542821816103411
XYL,LYB,0.7527904423879092
XYL,SPGI,0.7479988286124291
XYL,ROP,0.7417258821723338
XYL,IVZ,0.7400050705622142
XYL,PFG,0.7373874318301328
XYL,MCO,0.7363023529137496
XYL,PCAR,0.735866216687128
