source,target,weight
BAC,C,0.8500702989961777
BAC,JPM,0.8312078007441862
BAC,MS,0.8070771174903254
BAC,RF,0.7976499399732265
BAC,STI,0.7956512026145197
BAC,KEY,0.7885360322272452
BAC,PNC,0.7805113630132803
BAC,FITB,0.7796112928649795
BAC,GS,0.7780568978378865
BAC,LNC,0.7667086648719242
BAC,USB,0.764817215883822
BAC,CMA,0.7638011547176505
BAC,PRU,0.7567912338345727
BAC,BBT,0.7557938211757561
BAC,HBAN,0.7550322165013568
BAC,WFC,0.7545727078980835
BAC,BK,0.7469507294717355
BAC,ZION,0.7447014640235148
BAC,SCHW,0.73694246290218
BAC,UNM,0.7348817078267318
BAC,MET,0.712522993073872
BAC,COF,0.6670227513264282
BAC,PBCT,0.7062901286317477
BAC,CFG,0.6782203875947779
BAC,AAL,0.3847652434229017
BAC,WRK,0.41135795686925053
BAC,TMK,0.7014186983838798
BAC,TROW,0.6273959637097947
BAC,AMP,0.7214755583767082
BAC,DFS,0.6243572149009653
BAC,SYF,0.44500938174240323
BAC,ETFC,0.667104559627556
BAC,RJF,0.7241102014412442
BAC,UAA,0.30609920983013844
BAC,NAVI,0.42110598947489275
BAC,NTRS,0.7318239778674044
BAC,CMG,0.24457680508539323
BAC,ANDV,0.3625544978364433
BAC,IVZ,0.6748424100003865
BAC,MTB,0.7246170850488326
BAC,STT,0.7019324842240924
BAC,LUK,0.5789163059590315
BAC,VLO,0.37771900834953165
LOW,HD,0.7169151384023904
LOW,MHK,0.5024359746675747
LOW,BRK.B,0.47414408731825275
LOW,MAS,0.47254749843482935
LOW,FBHS,0.4671252761112287
LOW,LEG,0.46220637330548403
LOW,SNA,0.4610209166106171
LOW,HON,0.4586122961346679
LOW,GPC,0.44746345994087494
LOW,TMK,0.4470388326908085
LOW,SHW,0.4455115135471738
LOW,BLK,0.44390509191667626
LOW,C,0.4412840479954076
LOW,WFC,0.44124898621276265
LOW,ITW,0.4399744316279296
LOW,TSCO,0.43830225105474613
LOW,MS,0.4360783677819698
LOW,AMP,0.43533801872737715
LOW,PRU,0.4347887454986065
LOW,ROST,0.4347753611716852
LOW,JWN,0.35700697001244164
LOW,TJX,0.42791917695132237
LOW,AAP,0.33065267973745754
LOW,ORLY,0.36920965339389333
LOW,TPR,0.33930099936153046
LOW,BBY,0.28145069804443235
LOW,FL,0.2928950489101419
LOW,DLTR,0.4039804587284885
LOW,TGT,0.373828822929913
LOW,DG,0.35677203060145574
LOW,APTV,0.08300975389015663
LOW,KSS,0.29292913453848046
LOW,AZO,0.3828365454230268
LOW,M,0.3429673271813845
LOW,DHI,0.43002801028294274
LOW,ULTA,0.28647936614235386
MTD,PKI,0.5621295821565478
MTD,WAT,0.5585868272705491
MTD,TEL,0.5505350016084861
MTD,MA,0.5504687161022994
MTD,IVZ,0.5416110768782346
MTD,MMC,0.5344700395212078
MTD,TMO,0.5323435749964879
MTD,PFG,0.5307397300368983
MTD,HON,0.5235110584875512
MTD,TMK,0.5232360674932023
MTD,LEG,0.5203856250050465
MTD,ITW,0.5179074005834919
MTD,BK,0.5173749270070422
MTD,AVY,0.5161765846910524
MTD,SNA,0.5159388786379285
MTD,PPG,0.5138041679928299
MTD,MHK,0.5131960434695493
MTD,AON,0.5105645474315117
MTD,MCO,0.5104753816663689
MTD,V,0.5077916579996252
MTD,GPN,0.46334019470920906
MTD,EQIX,0.39390540648113875
MTD,ALB,0.4334356101406405
MTD,MNST,0.26477897843499154
MTD,BSX,0.37897073456445535
MTD,VMC,0.4836464495240782
MTD,EA,0.3189917545902272
MTD,RMD,0.3086226129587406
MTD,ACN,0.4896891714787833
MTD,MLM,0.4455278106603932
MTD,VAR,0.4445186485007882
MTD,TDG,0.31481320895083215
MTD,IT,0.4779174056243095
MTD,OMC,0.4913249274696921
MTD,STZ,0.28927538094158733
MTD,COTY,0.31480672774719537
MTD,COO,0.3726902098614985
MTD,ZTS,0.36002860451567503
MTD,CNC,0.34039303053945236
MTD,IDXX,0.31893978575709586
MTD,DHR,0.46798661582605344
MTD,TIF,0.4379575363781489
MTD,HSIC,0.43758639851616304
MTD,EFX,0.38525024446612327
MTD,A,0.46663286466855697
MTD,WU,0.4569879850904426
MTD,ILMN,0.3778750657205959
MTD,ALGN,0.3850324975816226
MTD,RHT,0.4684985089723475
CINF,TRV,0.6954650510756152
CINF,CB,0.6949949193597198
CINF,BRK.B,0.6815693052368923
CINF,TMK,0.6650128796257953
CINF,MMC,0.6548739830209108
CINF,L,0.6500811251232811
CINF,HIG,0.6255083247950671
CINF,PFG,0.6222800329774872
CINF,ALL,0.6195708232955047
CINF,AFL,0.6010313499759751
CINF,BLK,0.5981350155457132
CINF,PGR,0.5945397269427282
CINF,AJG,0.5869210187888015
CINF,JPM,0.5852023687245862
CINF,PRU,0.5830152516163803
CINF,TROW,0.5784423454388271
CINF,USB,0.5746694085932179
CINF,AIG,0.5705563723105953
CINF,AON,0.570123228550937
CINF,ITW,0.5682953490814308
CINF,LMT,0.4321827674816442
CINF,FISV,0.5597227830818413
CINF,CTAS,0.48887801079033993
CINF,RTN,0.43725510030708725
CINF,CBOE,0.32189200235302484
CINF,RE,0.5425727006688661
CINF,GPC,0.506144827233422
CINF,AIZ,0.527176442454383
CINF,RSG,0.4795970492791477
CINF,OMC,0.5015643097576458
CINF,CERN,0.39246055845952843
CINF,EXPD,0.4346866434841661
CINF,WM,0.475237318729004
CINF,COST,0.38727673105153976
CINF,IPG,0.4649751077697669
CINF,SRCL,0.32317739191183487
CINF,VZ,0.3641576042428421
